order_id,products
1869242,41131 27885
2772902,2361 46820 47209
1861210,31422 31222
714858,15872 21376 14852 41351 42646 37917 2078 21927 22963 11576 6348 972 37966 33894 16234 46064 36724 13176 9471
862012,13712 20114 49683 42265 25890 49191 33575 47672 16185 43961 8518 38988 45788 13535 22124 33527
617122,24852 23452 45 29615 28733
3391616,31395 46776 21709 36598 38150 1391 8073 39308 7644 4605
1742623,35561 21873 31422
224475,37131 21616
2105248,18564 35336 28597 329 13176
989483,37417 27344 22227 11576 13176
2993761,20995 47626 49235 20574 35946 35951 21137 47766 37029 21267 27966 329 3957 13176
96722,44177 13544
1378807,21903 17461 41950
3201782,24852 38689
2831917,27147 25890 23341 34795 13176 25854
3225779,46088 43298 41131 14385
1870561,11782 35594 37646 24852 42265 46906 26949 27344 32597
1340022,25146 14444 43676 9376 33956 2815 26370 49416 36144 33589 26425 36691 852 25443 13176 16254 35199 14740 19348 6052 30135 47570
1570708,49683 34335 47916 34234 39993 43967 24674 32632
293251,18465 33120 47209
3372788,33198 32591
514375,18610 41651 29509 10957
3158530,196 25804 44799 24852 5450 29529 35234 31683 4595 5109
2646810,21137 39001 13176
3397039,26369 14467 29447 39699 24852 16797 27695 35887 27966 11712 48075 34134 5212 47209
356816,40706 45066 47626 47766 4799 4605
1711721,21890 1935 24852 24489 5450 19660 6740 35163 18656 41956
39792,45190 27885 5077 7419
1476064,19008 4210 42701 32478 15604 17163 45842 35108 21890 6104 24024 32747
1031687,45840
1187854,1217
947737,5646 14881 25136 26201 5212 48220 15984 21137 3740 1700 34991 2748 15576 12000 2825 37646 20247 20327 39275 13176 19348 38312 22963 30169
970823,40332 25363 23955 28204 44487
1358499,45160
1912666,40073 48527 9651 41787
310137,33819 3126 39527 5785 27395
229552,11520 40706 21903 34448 21137 17434 11576 13113 27966 36036 27845 5575 47209 8174
2339271,47766 17652
1625376,22035 30252 25138 47209 21137 35503 27845 8903 37067 16083 260 38159 45866 28985 13176 27531 32665 36256 37288 27086 36305
1613925,12932 21614 432 32052 21051 5659 5886
3041859,47209 22825 19057 24852 14874
2439491,2067 148 24852
2411907,46979 11782 26634 21137 24852 16797 43352 47209 26604 19966
3172276,47977 33198 36316
1621765,11520 31373 24852 47766 48057 8518 44632 34270 5876 13563
2799002,32655 31506 27845 17368 44397
422895,34050 19895
2134922,12427 37710
2699696,27521 40604 45747 30391 46676 1244 34040 14335
2286288,20738 24852 43295 21709
305184,25890 37067 19660 6291
777228,23892
211643,347 13176
3182361,39559 37576 24852 4942 6089 39408
3114383,5764 6287 24852 22935 44570 8736 14893 30776 34243 27104 47209
1915208,25890
804503,22285 24852 5782 14233 1194 38318 48186 23763
280406,6184
675006,22308 37158 13176 10749
670755,22959 196 47941
138407,16908 17333
980119,45578 33294 40469 17949 32 20015 43059 43086 44632 47209 43122 40568 35467 20113 31890 21137 28309 2732 18095 28849 30391 4792 4799 27845 34012 8424 26351 5876 40706 34565 24841 22290 27966 8518 44359 5450 30027 21841 44389 33647 42356 13176 24952 21903 23952 44948 35221 31663 41950 27104 31717 5115
1966155,42736
1421882,47630 27663 22035 7715 34358 28226 48205 26723 45200 21137 25767 6348 24810 5876 24852 37687 4920 28985 12614 8021 39275 13176 45504 42450 30169
974578,29223 9018 18747 28881 47209 23020 20463 21375
2705188,13198 35221 27966 21709 43352 44632 23909 38374 42342 24186
1497458,46979 47209 21417 10603 8138 12206 21938 28278 4799
995759,43409 24852 13718 45 18501 16615 42360 24831
1895556,42719 13176
2469824,8048 4724 8571
2745442,28699 7213 17461 1090 36939 22113 7781 47209 40571 43643 21137 34451 24221 27316 30391 2748 43713 29387 17652 37646 42265 43295 35628 37687 13629 27966 329 23375 4957 7010 13176 32139 46990 27044 33731 26604 4600 33787
1575537,23554 47209 117 2748 27845 24852 27966 13646 27521
687915,24852 47766 27845 38988
2865214,21903 24852 14870 33768 8309
3048199,39877 33736
1351881,49683 48679 35951 21137 24253 24838 24852 21903
2144066,15950 26209 35951 21616 28289 21137 47766 30385 24759 24852 41259 8518 42315 1408 21903 22425 49638
407359,47626 24852 34243 13176
3147225,14881 37067 31720 47209
1629993,18465 47209 43122 40063 48835 5876 24852 21903 17878
138263,24852 28449 24701 4605
2679277,21573 11759 13176
2042967,17795 44042 9872 49683 24852 5782 33827 44710 22959 31818 30556 23909 30696 16378
2466307,10261
626922,24852
663788,29447 33303 48679 22825 27690 47209
1591149,38936 44971
2519816,47209 14126 35140 13176
3068489,17316 31049 40171 9517 45007 49520 41553 3952 28985 28476
2756526,47144 11520 13176
276097,10761 49683 2078 48679 45106 23094 21077 39013 21616 17555 4796 21183 37646 8467 28985 46906 22849 7493 13176 27521 5025 22969 15290 24518 16341 24535 4605
3406263,24852 36685
895856,26199
1790872,3856 13203 24852 11679 36640 35234 47144 20919 40254 29307
3253197,24838 44811 39322 28849 46676 4217
1200343,26427 21603 20580 26021 24518 40709 35561 33705 7371 20906 8555 13870 3599 42697 44120 6489 47866 6587
2642818,23383 44632 42719
1826553,26679 25659 35951 35503 39121 39739 34126
2609128,47626 24852 47516 16797 13263 7533
3165125,21903 29104 39475 23909 31717 21616 26876
1552806,21137 24852 27845 39519
2189683,24427 11182
988777,27521 47209 4658 13176 28985
2220731,45840 42263 5785 30233 4138 40363 17321 33198 2481 35383 196 9829 47979 27247 13176 7806 27903
3139059,38511 17008 21137 26343 743 16696 17328 48099
444807,196 46149 26348 37710 2457
1467374,7948 49235 19691
2157663,8193 43352
1380452,9076 13176
656844,46979 47766 7963 13870 36406 27966 9290 42450 23644 14947 35951 36724 13176 12667 29180
1442255,24852 29204 16797 49191 16683 23734 15290 8536 13544 2160 49520 43768
2455908,38278 32403 19505
2059046,40706 28954 32935 329 5450
494846,10521 21288 43352 39400
2597889,47498 47759 34320 24852 27845 40396 6104
819477,48527 14992 39962 16797 15178 39275 31981
3250360,46088 16696 45511
2859419,16387 33731
2667764,20995 26128 25627 18465 8277 9825 43122 14966 21137 47766 26278 36011 48857 36070 16617 27392 24852 22322 4942 13176 24964 24489 11185 18370 37840 33768 43504 23543 10749
2130621,9862 5785 2078 18465 25256 23734 41787 18503 25930 38988 2141 14814
3031792,42987 24373 18583
2641800,14642 9779 30776 44765
1245697,7175 21513 28204 2099 47719 5805 46807 23801 29487 12606 1891 29594 21955
2270397,21267 148 24852 21288 13870 41273 11714 31960 45531 33894 46572
1211347,4357 32655 30489 30233 16797 36127 26790 48679 25005 30639 12341 24125 27966 45007 5456 29662 27744 1896 33768 19048 5876 117 16759 13176 41983
178680,8859 47780 23716 13176
2208692,11520 47626 27966 21709 10081 47209 12667 45948
1352819,21903 35221 20406 37067 20842
898984,24852 47766 48679 28199 28985 43713 27845 42585 18523
2640678,47402 35951 21903 21137 46802 4149 10326 13176
3274963,2305 8590 24852 4377 14875 16797 23341 13176
1995851,23909
346539,22035 48679 35383 26723 43122 37011 34969 26283 31915 1234 26369 37646 24852 38689 38739 17794 33731 45007 32734
915509,21009 11826 49211 8251 15981 1646 38012 1160 20632 15028 18641 16127 20738 28420 40724 45946 30082 11712 46021 17355
2563847,19488 15424
2700268,26209 37053 23329 46906 31717
2128217,6690 40490 3696 20858
1033963,47626 39966 48679 45 21616 44201 39097 4799 6873 8424 33025 24852 44359 34126 24964 21903 35221 16797 26604 4605
1532365,24852 21709 4565
3114837,47626 32655 16234
3369509,34295 35342 36956 22129 19061 21137 148 32489 17651 41242 2858 1846 41787 34116 9062 16759 40332 33232
2336829,31651 196 40199 41400
2770012,49520
128037,24852 17341 27086 25562 4210 30197 24053
1681782,40332 43789 37141 2351 46131 25146 1374 27360 8424
1920533,45066 11925 22935 7452 2982 34137 15467 31343 40571
22336,11520 40706 46979 16004 24964 17284 24852 47766 30489 28985 12395 47734
178859,35458 34886 13866 9292 10673 5077 40028 17341
2435689,47144 26856 30391
149373,21137 27845 24838 24852 23447
548831,42768 28204 39216 7350 28985 5350 22123 7021 13166 13176
3020162,27020 30391 44359
2342540,39040 12941 21903 24852 47766 8628 47927 30391 15041 39877 3957 41212
1122331,27966 41950
1836201,21709 8424 26620
1278993,49026 260 22959 21616 31635 47766 16797
3013807,19863 42936 15424 41453 9199 6128 4210 27510
1106801,24852 12339 22989 5970 20828 18019 47209 45290
2705476,13176 30486 37687
19292,30720 14084 38159 21137 24852 36011 28204 42828
1970364,27325 32211
650466,15892 34027 26863 12545 28993 40354
37733,40453 18438 6539 49181 14114 2229 18871 15424 46282 31564 15820 14196 43770
1111149,49239 20114 24759 27841 42240 21278 12070 9623 14233 38817
826566,43154 196
3121036,12427 31651 196 46149 4938 37710 14444 13176
3064957,47626 47141 34358 44142 5818 23341 29487 5025 20915 46059
2660037,44165 20583 23719 33000 1194 5785 45946
3345019,30352 17070 41290 22754 26604
2897442,24852 10424 12099 27086 20583
878833,47626 37417 31847 33462 26351 45447 32655 21903 17858 4605
2284492,30233
3084565,40467 2298 7649
680326,37455 43112 24186 47242 34487 42197 31981 33029 24852 32538 17758 41844 10623 22989 41950
2750462,29447 42380 43295 3020 33503 21737 13176 5114
1590942,20367 4367 47766 26209 40063
1933181,34213 47209 21137 27454
1728053,21526 27845 9534 25936 43394 33214
2387244,12341 13176
2117780,45066 43050 13646 8539 19436
3067381,39448 47766 33000 11520 13176 32717
369608,37646 35221 27966 6631 39275 47209 5750 23288
2951204,24838 9047 27966
3283399,12341 48697 34551
1569229,19065 23734 34487 10453 8953 42299 33198 10673
2341516,24838 10957
2800592,21508 24852 6046 48679 46676 43352 10749
1550857,8193 45066 47626 48679 22124 8309 4605 21137 47766 24799 24852 30489 13083 10017 45866 4920 41787 5449 43352 4957 22367 46979 5025 13263 32747 18926 47087
1051598,4866 45588 11678 12191 32550 10279 7747 7901 3042 6265
319234,29447 780 38558 13176
2707917,34050 10504 16759 13176 6532 45504 5077
652969,11520 4174 33754 1511
2929947,34050 17795 6532 47626 24852 34969 16797 3231 27429 14886 28842 15269 48183 48192 32455 17484 21709 35921 5077 12126 27360 41577 3308 14063 31613
2878865,7948
2563909,46979 16797 11182 29369
2983321,24852
1944379,35336 13198 24852 48679 47144 39037 4605
1806891,16715 19660 20693
1885925,13829 33303 44632 5785 5794 4799 24830 40706 20738 42265 42828 33198
2335799,39581 9018 3006 2250 5077
2083121,30233 22559 28204
1092683,38809 14126 19635
2200123,15399 21070 14947 37496 13958 12023 11520 24838 37147 5450 39275 16759
2390707,11777 40706 49026 2063 40593 37524 20119 43295 6568 12341 18232 47672 43961 8516 37067 18531 47209 26620
1353410,9124 10481
1358684,40474 14904 12935 47441 11109 13176 21903
3300920,43086 47209 19057 5876 24838 43789 7963 7029 13176 21903 41950
565314,34824 26209 47231 19660
734221,22035 9755 49235 26209 47209 21137 17600 43713 41177 3896 48486 13176 41950 2540 8174
1258894,47626 18828 16436
489432,45192 12140 11885 10957 20463 43631 25466
1164430,30233 47209 25718 29307 36550 33120
15718,12545 23554 47626 42637 3599 5393 24852 35221 25753 26521 18465 27454 41665 27845 21709 27344 8277 5077 33754 4957 45537 47209 2298
2364130,24852 2966 27845 33000 22124 13176
3378016,40706 47626 37646 21137 5785 30233 40604 38558 32689 18376 19660 33754 8174 13176 10749
1422817,46117 47209 30391 37067 19660 37646 13176 17794 23986 39928
2003614,36676
1457069,46979 22672 40063
1940876,2966 9623 5538 8229 35623 33198 38620 30304 21100
2712703,38400 14874 26165 17461 25659 8277 25705 9839 21137 5785 27344 4920 27454 31553 38739 31605 13176 3464 31717
1131733,19173 41290 30489
471850,24852 48154 4920 48205 37722
2856907,48370
2562687,21903 33946 24489 18811 39275 19057
1792482,44042
2671674,5785 2106 33754 47965
2022038,37520 24852 10912 21948 2364 15425 32579 49355 5077 35042 101 20463
2012077,32156 1694 47144 28464 10957 32981 3298 7533 23413
2260568,21903 24852 47766 18465 28199 30391 43858 41950 47209 17902
64365,17794 42383 16797 28204 6962 4920 4210 15613
2656193,47119 47209 11945 28330 45774 19677 24852 31041 39275 45948 11140 21903 30635 39877 44008
509050,30721 24852 16797 30754 31683 32211 28133 11631 45296 25341
96108,38656 21137 47890 22935 30391 43713 47042 9036 47209 13176 34428 44670
2447619,41351 43409 44475 20955
2889180,27845 31380
2300789,47626 24852 35221 45007
2697635,46088 16139 25108 15520 41131 38444 9532 2120 26472 19957 19575
782151,21137 20082 25466
820229,15872 38400 14858 47626 15902 49215 45645 36944 18523 47209 22122 2180 2707 32943 23740 25830 40174 11009 46346 24852 3861 41264 27966 34134 4957 39275 42356 48004 35221 22935 40348 17316 21938 3512 7116 48596 5077 3055 15860 5114
2090352,39428 14901 47766 23341 25931 9076 36780
2405501,21137 47766 48679 22963 1463 6348 44632 13176
1759358,47209 46755 30391 44359
1664922,17027 21137 8986 1818 8277 13031 13176 4472
2872623,44683 21903 40229 28593 39619 13517 13263 20574 39529 20842 35951 13176
1692159,1217 36550
628619,15772 16797 37710 43352 30827 8048 35199
2888720,14467
3130852,9092 26209
2961353,33352 46667 35939 23165 48775 21137 25746 49383 10492 13083 26940 27966 10749 27999 21367 890 24964 22935 21405 432 27104 41960
1258616,24838 35851 13176
2275219,2717
3135344,21019 15915 23612 45124
2603701,24964 28934 21903 24852 44987 27845
868890,26165 44632 31343 169 24830 20754 40723 28985 9124 33731 45007 42450
1935613,21903 16797 32211 23915
730765,16797 21288 34343 35886 25017 10326 43352 39275
2872500,3389 7026
541585,41618 28309
1704853,42265 24561 13176
1395092,27966 47209 13176 46584
2611143,45066 14992 658 24852 20119 22556 4006 22959 34519 45541 41195 26620 38653
2153748,24092 35507
1627838,4210 25740 22754 29487
878095,47766 21288 2350 29487 28849 36148 27966 27845 4562 43352 28123 39275 26604
1906096,29487 38456 8126 31553
3052308,45603 47766 24838 24852 48559
2641529,10130 39190 2086 48679 14127 311 19894 27966 20842 25466
1889434,32650 22282 2581
2700642,11520 17027 9864 21903 21137 30489 45210 14711 42404 13605 1194 6187 33198 20015 432 13870 38834 14766 27966 26047 15552 39361 27715 18891 2383 44375 44632 27104 42342 26856 49520 42356 44021 36471 49273 11005
2751621,359
2800283,24838 21641 45066 9225 49683 47766 28823 25630 11679 29471 38944 22952 47145 18346 26412 32684 1582 10673 21938 12980 30391 4920 36538 27966 27841 11331 35909 24184 27344 17872 26709 9817 6623 39009 45793 35045 15976 39275 13176
2713342,26165 27086 7139 23543
185489,9825 45570 42265 5479 13646 22963 1940 8021
135264,35336 21903 27668 24852 33687 2245
1337378,40709 24838 21137 14633 15226 27344 48865 1891 40554 4210 8053 13176 47993
1913971,5212 21616 34448 41149 4799 19660 24852 35132 21903 34243 45007
500397,48004 19348 2708 37179
431561,34050 644 4605
289909,8575 22035 12456 27695 16185 43961 18362
3225258,37637 37902 49235 21274
2853975,32689 40939
461725,42500 30214 31805 15200 38768 890
141116,48222 21134 46226 5794 24852 10070 29544 6046 15290 31678 45013
2946963,15872 34862 43122 2231 22206 11985 8449 20738 40706 260 8452 46881 14704 13176 5077 27102 30696
3059599,27521 35084 36506 35738 42404 10314 42828 8277 1890 13176
2228150,21527 49236 10912 722 10476 24954 35264 27104 19449
898717,13176
3109895,48730 4210 18039 2848 12782
73143,1560 41534 31182
2621473,40604 15290 45007 47209 13176 24830
371973,30233 37455 8277 20583 21616 43122 21137 25753 1695 23233 27845 9421 25824 40706 40709 260 24852 35108 27966 8518 41844 16797 27086 31720 40427
2974049,24852 6046 22959
2345983,25133 37687 6087 33768 38768
709600,24852 42013 39202 47141 12744 49610 2519 35199
2589199,7751 24654 23645 28289 20114 24852 25890 29487 28985 7054 12250
2681545,21903 920 42265 45603 30776 33868 14541 27104 47209
109072,43654 23375 13176 37754 32134
1762890,15680 1957 6184 9358
506825,14010
698881,14858 49683 28204 48205 27845 44765 39168 24852 4920 41844 49131
1034966,28199 27715 44632 22115 14947 31343 21137 38033 40706 21903 22935 17828 43961 39877
2072956,19734 15258 10690 29523 36316
2794299,329
756512,36865 28465 32691 40002 13261 26604 6383
3409588,18465 25138 25659 47209 35951 21128 21137 26800 30450 5876 30489 4927 44359 16759 27521 21903 8174 10749
456389,24852 2913
2192762,17794 48775 47626 21903 13563 39190 8479 18465 41007 39877 44359 42701 15568 30442 21616 13176 47740
1909102,40706 21137 33198 9018 49605 13176 10749
908523,5120 14084 18564 16772 7175 5785 22556 48946 21709 14947 39409 33911 34942
607999,15951 4713 48746 12427 15540 5818 34543 29956 24852 29487 28993
311123,24838 10537 21616 21937 30391 7673
388760,47616 46620 12341 14917 1103 44636 39055 21137 21174 31927 30391 27845 10490 260 37646 24852 3896 32579 30561 39275 17835 39877 27086 47087 33787
2837572,40706 42244 47626 44683 37646 48679 28985 5438 44479 13249 45007 38996 47209 39275
1146942,48205 4778 26321 24852 23020
484436,21903 21295 43768 30391 26940 27966 8021 1244 47209 9839 19057 16757 13176 10749
2209302,22534 45066 23579 49 47154 24125 16973 24160 7272 35946 31343 41588 5764 35986 6291 22677 47766 20118 39619 9422 18670 26369 28934 35594 47893 2344 37687 7480 43849 7503 26453 23385 365 9076 14715 18829 3988 28071 19370 432 32689 49075 43961 6586 46524 37825 5598 41437
2777743,40723 24852 13733 4920 40898 12916 22520
2783128,39041 21137 22935 30233 5785 33198 10032 10673 1217 24004 48205 21709 26209 6244 47209 39275 39921 13176
1326732,40332 24852 27429 49098 27344 49520 4605
3118164,47626 18465 47209 35951 20082 21137 24852 21903
3100564,24838 48647 37646 47630 21137 24852 5785 28204 27966 27086 8277 43122
1131317,16797 1069
229105,38689 26790
917513,36865 47626 22035 25138 37947 49215 7781 41065 9839 19057 8309 39055 21137 26278 26283 31915 47788 17600 24799 11520 40706 3339 7948 39190 33055 26915 22825 45866 46906 14651 29506 44359 4428 42828 14678 30561 12146 13176 8087 18352 6585 15290 47042 42445 45007 1999 41950 31717
464623,33572
3332526,24101 25706 9387 26798 27323 5322 38656 38185 23909 33129 25978 432 10673 29628 40939
3343538,20865
87008,13176
3330689,16262 47658 28985 8277 2775 5479 21230 13176 46969 19322 41212
1150868,17794 20842 21903 5876 13176 28985
1468963,26759
1986557,7041 11408 45842 35221 47766 17835 35939 31717 38383 13176
3052099,13225 6489 7781
2701861,40706 43961 581 13176
1689965,16797 30795 19660 16611 25466
364383,24832 37250 4 48163 432 35507 27191 44487 26184 31487 23909
428575,13829 40593 9618 24852 49318 43445 3397 27344 1112 9825 8309 3447
2633054,21267 40516 26209 42736
2228417,10132 35221 35628 39877 5450 35951 13176
1375904,17920 21903 49683 22935 30489 9755 26800 37687 47209 3957
1681303,6184 16974 13176
3000608,26795 32359
836176,49683 47766 25817 27392 28535
2522113,31651 5971
2014395,49026 14084 24338 24903 19660 13646
1944760,31127 5031 4920 19691 15981 23029
209547,32744 21386
9564,8193 46979 42244 45578 21903 17948 43295 2979 23079 24489 28849 26298 19006 27966 33352 5450 27086 23375 15950 48595 47325 26209 11494
1843336,2073 46627 36956 22624 39046 14999 21709 43295 41771 41273 44359 5456 26985 9076 13176 35221 44980 43961 22993
786393,35336 22024 28204 40009 42578 2180 44683 29346 26283 5818 11463 44799 33041 24852 29487 22849 23909 40330 40354 32689 21938 10673 4562 44514 31717 10749
2273794,34574 5134 30391 12614 43979 17871 38739 13166 22640 13176 45948
1000267,5258 24852 920 17948 2470 46886 37687 27966 9047 23909 47209 8174 5876 23165
1781229,16896 14355 42265 23198 2086 48309 30391 79 21329 35547 4321 31717 47209 19057 13176
2016156,46979 21903 44830 33705 26981 47209
460167,30597 14858 24852 41242 1179 16797 9387 46515 44085 4920 29646 39408
3363322,24852 48190 15937 41950
1199820,31635 46820
622750,47626 5646 26128 27156 47766 44449 25931 6347 9058 1896 45948
1096785,6184 15541 40120 26553 49610 20940 20951 13042 23423
3171787,28985 25659
3218162,10132 14235 33198 47329 3434 35829
1865593,24964 19348 24852 13733 37067 26209 4210 48628
3310188,29447 32655 24852 8087 30489 11422 30020 18523 13176
2887445,33352 35951 2694
3128375,11777 28199 9387 24852 37766 26604
983306,26209
2038666,47626 29307 5782 44227 7898 15070 28913 27966 22935 11182
3130529,31474 1940
2303098,5258 16797 17313 21292 32689 12606 13634 6615 43352 12640 33768 39657 8048 8571
1921840,14874
1079289,16262 21903 28309 37029 37067 19660 29668
543762,47626 30489 46906 31299
1849355,22021 38425 20711 27966 43348 38241 42372
1907647,24973 3494 32052 7480 36034 20600
1548439,27156 17949 18465 26177 1090 19057 30336 1700 35004 17600 17122 40706 781 39190 24363 43875 13176 17316 5114
902096,16797 10673 28465 28215 16696 9534 44867 12495 14553 48988 49520
3145224,41148 24920 5041
1935516,26767 24721 49328 25554
1561816,6182 9002 47672
1351856,24838 21903 28985 34126 47209 19057
3367719,38944 28842 19660
1565213,47630 30233 11422 28928 29447 24852 25879 4920 9534 27966 5450 27521 24964 11182
89830,46720 42736 44987
2752776,46666 4577
2799643,30233 5161 1618 44632 18523 22164 29941 25340 24852 30489 43858 8555 21903 31126 16797 34217
2221185,30776 47209
701813,196
2276338,39561 38544 21137 27845 45767 5322 15613 24852 37718 4472 7559 27554 42450
992326,38928 6184 38200 196 46149 10441 19691
337848,24852
1162625,29447 24852 25146
651778,17706 24024
500220,36865 35469 28431 48287 33442 12324 28465 28985 40908 13263 30563
2246034,38689 43394 13829 20114 24852 24535
2915836,13929
681589,24852 3957 49095
2958210,31764 1048 11807 39527 42110 17549 12975 45763 27845 43723 19691 17150 24852 7963 34124 20842 47485 11168 11182 34766 34789
1807672,8073 29487
3285457,2054 31113 47977 42347 7693 33647 49235 25623 36316 21053
443944,21903 24852 45603 4957 33787
765849,47107 1688 1559 19611 39719 28204 14131 16696 41273 21053 33984 3389 28226 11714 48705 40516 44359 31555 19156 18926 22124 47087 7419
778463,40571 48287 11520 24852 10749 4957 13176 28576 4562 33754 1511 8174 43504
1930358,47107 32655 21137 47766 5785 21793 24561 28021 27511
390407,47626 49683 19057 36482 47766 40174 40706 24852 46906 49517 9595
2925894,24852 43988 47209 13176
2934400,34969
2051371,46979 29085 48192 19057 10749
2072318,35951 31985 12341 13176
113518,47626 46117 25659 34969 19678 23909 13176 21903 38293 21403 38383
163564,33027 13061 13574 1160 45835 32141 20751 20239 34321 24852 30108 35752 33452 10673 37940 25783 20156 37950 15424 196 37066 30921 33486 10703 35286 41178 4471 2144 25952 26209 18534 24425 27242 27629 24816 6647 12794
1810916,46979 47626 21137 20114 27540 2966 13089 13988 28842 5422 4920 38456 15290 33852 49352 13640 46029 49235 49492 17370 41950 1117 40815 25466
1799760,9741 38944 12606 13249 5077 43772
2128140,19660 31380
355712,40709 47626 5646 49683 24852 16797 43295 18465 33198 38453 39993 46906 22227 35417 33120
505377,17948 8277 26209 9839 21616 21137 47766 5876 24838 13176 21903 22935 24489 35784 45007
1152433,42500 12427 12476 37710
1593440,11777 37766 16397 24852 16797 39844 20774 21288 45 2350 48559 20919 39993 28110 7762 2535 7925
560712,40706 24964 45066 21137 15399 46505 28849 28985 37067 32717 47209 5876
235542,28476 41213 27966
3003142,36865 38312 13870 15984 26131 48220
2243565,49683 4700 3776 29553 13249 42460
1135620,45066 14364 11068 5700 38739 24810 13176
1702535,11520
2027314,40592 8230 37833 6994 34658 36218
3332393,29987 4781 9808 11494
2163053,46088 41131 38444 4398 41539 2120 29437
2355290,22035 30233 17949 24160 9839 34448 47766 5785 10912 17600 5876 24852 4982 16797 21405 33731 45007 34262
2583020,21137 13166 21903
2680357,13176
1508136,43154
3331872,42504 47626 34590 25890 2596 1063 14891 2361 29926 20842 21616
3150082,21903 47209 35951 21616 13176
2048817,13838 21543 35503 47547 42944 44628 1240 5475 7014 27243 35951
2308007,18432 19604 2234 10429 6867 25830 24852 23909 48527 16797 10690 44497
2677366,16768 24964 24852 16278 16797 28204 43086 36438 35939 46820 5479 39911 21616 39408
219904,4100 13575 42265 16283 16797 20518 21288 12341 37687 4938 39275 30827 38768 39922 9076 14715
1107186,8193 13176
680620,30850 6182 13380 36550 20583 23805
2559050,36358 32784 19348 24852 16797 47144 39993 44229 39275 5618 4605
946163,47766
3331561,46979 42244 47626 48523 21903 24852 47766 16797 18465 432 311 46906 27966 37317 45007 46802 49235 43352 26209 20082 44275
2843153,6184 21195 907 42475 31759 38768 46802 12341 8048 20345
2629498,47626 49683 21019 38963 34358 26209 37511 44683 21137 34969 38164 31040 38739 5479 13176 17794 21938 19906
2984619,29471 38817 27313 41396 24389 32455 36691 7134 43488 4846 6265
345885,45066 49235 7781 47209 2716 26790 27845 47888 24852 30489 42265 38192 27966 34134 28535 13176 3020 5114
495387,30776 2132 7781 17555 8859 6867 48370 24838 32566 15700 13176 36735 6541 41362 35221 14233 23029
2843288,8193 33156 45066 32139 21903 42768 21267 24852 49683 38650 24097 34358 39993 46906 27966 18382 45007 605 19057 41588 890 4605
616605,14084 47912 48559 34262 16864 14947 10874
3087877,14096 27695 311 20682 17616 36729 7781 36070 31343 5488
2164148,11777 39475 20119 23282 40199 42828 28535 30668 27086 26620
3238917,8518 21903 19348 3957 9020
1062942,24852 20084
914887,24964 47626 47630 35855 24852
435443,5194 3675 4210 32912 21137 3765 3298 260 24852 16223 33636 9067 41372 36772 39360
2287143,8859 27336 37067 47209 43122
1244860,39581 859 32478 13166
336839,38928 33303 6184 17207 46562 17122 35561 31474 13176
1401801,45064 45066 49683 28204 33845 17986 36956 47209 29302 19575 40590 28823 25804 46811 29925 35068 34050 24852 25896 28459 4920 41787 14161 17758 17769 48004 37766 14726 16797 17316 15269 4006 18352 20419 27592 37849 42460 30696 31215 15860
3334772,24852 47766 47357
1941660,40742 38768 12341
2955841,8277 20082 34429 21137 15649 29487 27966 13176 45007 5077
8164,48742 27020 28204 20463 13176
2594491,42731
3118895,26369 47626 47766 13083 21927 47792 39619 29898 42450 8277 43768 28156
3119510,42633 2707 24852 43631 25466
2568262,39962 33318 28199 8490 9532 11642
1267502,21903 46799 45267 5479 30442
2101752,47766 30489 39993 18889 46049 26604 34429
3249354,16797 45007 19816 4210
3142831,44042 22476 24973 7631 44177 38200
394412,5385 8073 47626 12044 45066 24852 47766 20379 27548 32799 22959 15290 8390 12614 32465 6740 46041 25824 33129 24816
1172458,30353 38738 28572
827233,14992 3479 34969 14881 48697 28985 43076 48205 49235
2316495,30723 264 14346 47242 23308 45076 37145 33328 44085 36290 32449 46280 24660 6881 32353 1263
2417339,26131 34851 21616 19057 16083 28946 6933 29987 13629 322 7559 6631 39928
996416,39560 37067 22124 37646 19348
1604171,19660 27790 12341
1047561,19604 6318 20659 10957 7901 27360 24852 39719 23909 39834 16797
2338063,7757 8337
1181193,17429 8277 23644 26209 14947 13984 36036 27845 5876 22825 26410 41844 46979 24964 32655 22935
1166664,48679 35951 19057 8311 12932 30391 42244 26486 13176 28058 19421
3132005,11777 25095 21616 20082 1158 24852 23375 20309 21903 4605
120321,27913 33548 36239 28459 10673 9137 2745 28092 44479 11074 44234 5069 44156 22242 20327 30696 44009 25838 4600 21372
1212254,26209 4605
1079010,40261 10215
904395,25 38456 11884 29447 42828 21386 44479
3154186,42265 46149 10962
1914504,46979 21137 36695 15200 4451 47209
1338135,40706 47766 1443 26940 49478 13263 24799
2570682,47626 8467 22035 47766 28597 26165 39099 46654 45007 42193 26209 41699 9839
1424930,24852 10690 36316
1918523,5132 3599 22035 29752 16965 21070 48210 8277 29826 39570 22170 8381 27845 10995 260 30489 4920 2361 28985 13176 38293 32665 28597 48066 48628 45560
1277720,2825 18465 22963 37947 10305 5959 36695 19057
2970151,40706 46979 47626 49683 24852 35221 40604 311 18362 34243 26209
767639,18465 26209 39558 21137 47766 4799 20723 7948 40723 24852 33572 17794 31717 39928
2296495,22610 46822 22989 46586
1834180,4098 47626 49683 12820 1090 26209 21616 22640 41588 14971 28289 21137 48277 1194 35503 5818 18629 45767 24852 37158 38200 34126 43352 46969 7559 5025 18337 44987 18883 45007 5073 26604 39928
